,greatersydney,rings,lga,dwellingtype,sales_price_median,sales_price_mean,sales_no,date
34173,Greater Sydney,Middle Ring,Parramatta,Non Strata,1360.0,1409.0,375.0,2021-03-31
34174,Greater Sydney,Middle Ring,Parramatta,Strata,690.0,689.0,810.0,2021-03-31
34176,Greater Sydney,Middle Ring,Ryde,Non Strata,1973.0,2105.0,158.0,2021-03-31
34177,Greater Sydney,Middle Ring,Ryde,Strata,800.0,843.0,453.0,2021-03-31
34179,Greater Sydney,Middle Ring,Strathfield,Non Strata,2873.0,2622.0,42.0,2021-03-31
34180,Greater Sydney,Middle Ring,Strathfield,Strata,635.0,641.0,167.0,2021-03-31
34182,Greater Sydney,Middle Ring,Willoughby,Non Strata,2970.0,3124.0,125.0,2021-03-31
34183,Greater Sydney,Middle Ring,Willoughby,Strata,1015.0,1087.0,138.0,2021-03-31
34188,Greater Sydney,Outer Ring,Blacktown,Non Strata,850.0,879.0,1189.0,2021-03-31
34189,Greater Sydney,Outer Ring,Blacktown,Strata,570.0,572.0,400.0,2021-03-31
34191,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,767.0,820.0,358.0,2021-03-31
34192,Greater Sydney,Outer Ring,Blue Mountains,Strata,600.0,603.0,20.0,2021-03-31
34194,Greater Sydney,Outer Ring,Camden,Non Strata,831.0,876.0,414.0,2021-03-31
34195,Greater Sydney,Outer Ring,Camden,Strata,610.0,586.0,20.0,2021-03-31
34197,Greater Sydney,Outer Ring,Campbelltown,Non Strata,700.0,714.0,498.0,2021-03-31
34198,Greater Sydney,Outer Ring,Campbelltown,Strata,465.0,474.0,123.0,2021-03-31
34200,Greater Sydney,Outer Ring,Central Coast,Non Strata,796.0,901.0,1513.0,2021-03-31
34201,Greater Sydney,Outer Ring,Central Coast,Strata,555.0,602.0,487.0,2021-03-31
34203,Greater Sydney,Outer Ring,Fairfield,Non Strata,855.0,881.0,315.0,2021-03-31
34204,Greater Sydney,Outer Ring,Fairfield,Strata,470.0,494.0,101.0,2021-03-31
34206,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,796.0,922.0,260.0,2021-03-31
34207,Greater Sydney,Outer Ring,Hawkesbury,Strata,573.0,563.0,20.0,2021-03-31
34209,Greater Sydney,Outer Ring,Hornsby,Non Strata,1630.0,1672.0,340.0,2021-03-31
34210,Greater Sydney,Outer Ring,Hornsby,Strata,701.0,774.0,248.0,2021-03-31
34212,Greater Sydney,Outer Ring,Liverpool,Non Strata,830.0,849.0,443.0,2021-03-31
34213,Greater Sydney,Outer Ring,Liverpool,Strata,520.0,520.0,198.0,2021-03-31
34215,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,2350.0,2616.0,546.0,2021-03-31
34216,Greater Sydney,Outer Ring,Northern Beaches,Strata,1060.0,1226.0,541.0,2021-03-31
34218,Greater Sydney,Outer Ring,Penrith,Non Strata,780.0,810.0,576.0,2021-03-31
34219,Greater Sydney,Outer Ring,Penrith,Strata,522.0,510.0,369.0,2021-03-31
34221,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1465.0,1563.0,511.0,2021-03-31
34222,Greater Sydney,Outer Ring,Sutherland Shire,Strata,813.0,921.0,655.0,2021-03-31
34224,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1500.0,1602.0,590.0,2021-03-31
34225,Greater Sydney,Outer Ring,The Hills Shire,Strata,819.0,841.0,198.0,2021-03-31
34227,Greater Sydney,Outer Ring,Wollondilly,Non Strata,830.0,922.0,193.0,2021-03-31
34228,Greater Sydney,Outer Ring,Wollondilly,Strata,573.0,,5.0,2021-03-31
36957,Greater Sydney,Inner Ring,Inner West,Non Strata,1910.0,2084.0,494.0,2021-06-30
36958,Greater Sydney,Inner Ring,Inner West,Strata,829.0,967.0,512.0,2021-06-30
36960,Greater Sydney,Inner Ring,Lane Cove,Non Strata,3200.0,3588.0,77.0,2021-06-30
36961,Greater Sydney,Inner Ring,Lane Cove,Strata,850.0,993.0,174.0,2021-06-30
36963,Greater Sydney,Inner Ring,Mosman,Non Strata,4890.0,5348.0,77.0,2021-06-30
36964,Greater Sydney,Inner Ring,Mosman,Strata,1255.0,1550.0,104.0,2021-06-30
36966,Greater Sydney,Inner Ring,North Sydney,Non Strata,3483.0,5647.0,98.0,2021-06-30
36967,Greater Sydney,Inner Ring,North Sydney,Strata,1200.0,1394.0,447.0,2021-06-30
36969,Greater Sydney,Inner Ring,Randwick,Non Strata,2925.0,3185.0,227.0,2021-06-30
36970,Greater Sydney,Inner Ring,Randwick,Strata,1125.0,1243.0,409.0,2021-06-30
36972,Greater Sydney,Inner Ring,Sydney,Non Strata,2000.0,2228.0,211.0,2021-06-30
36973,Greater Sydney,Inner Ring,Sydney,Strata,980.0,1237.0,1333.0,2021-06-30
36975,Greater Sydney,Inner Ring,Waverley,Non Strata,4003.0,4309.0,126.0,2021-06-30
36976,Greater Sydney,Inner Ring,Waverley,Strata,1395.0,1669.0,360.0,2021-06-30
36978,Greater Sydney,Inner Ring,Woollahra,Non Strata,4550.0,5234.0,142.0,2021-06-30
36979,Greater Sydney,Inner Ring,Woollahra,Strata,1670.0,2181.0,319.0,2021-06-30
36984,Greater Sydney,Middle Ring,Bayside,Non Strata,1670.0,1703.0,277.0,2021-06-30
36985,Greater Sydney,Middle Ring,Bayside,Strata,733.0,788.0,674.0,2021-06-30
36987,Greater Sydney,Middle Ring,Burwood,Non Strata,2048.0,2220.0,50.0,2021-06-30
36988,Greater Sydney,Middle Ring,Burwood,Strata,860.0,887.0,105.0,2021-06-30
36990,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2568.0,2715.0,144.0,2021-06-30
36991,Greater Sydney,Middle Ring,Canada Bay,Strata,1044.0,1122.0,346.0,2021-06-30
36993,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,1221.0,1266.0,916.0,2021-06-30
36994,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,582.0,605.0,625.0,2021-06-30
36996,Greater Sydney,Middle Ring,Cumberland,Non Strata,1010.0,1063.0,511.0,2021-06-30
36997,Greater Sydney,Middle Ring,Cumberland,Strata,576.0,582.0,468.0,2021-06-30
36999,Greater Sydney,Middle Ring,Georges River,Non Strata,1622.0,1700.0,301.0,2021-06-30
37000,Greater Sydney,Middle Ring,Georges River,Strata,690.0,726.0,369.0,2021-06-30
37002,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,3288.0,3658.0,20.0,2021-06-30
37003,Greater Sydney,Middle Ring,Hunters Hill,Strata,1600.0,2127.0,20.0,2021-06-30
37005,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,2928.0,3179.0,398.0,2021-06-30
37006,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,1060.0,1191.0,272.0,2021-06-30
37008,Greater Sydney,Middle Ring,Parramatta,Non Strata,1499.0,1570.0,464.0,2021-06-30
37009,Greater Sydney,Middle Ring,Parramatta,Strata,710.0,711.0,976.0,2021-06-30
37011,Greater Sydney,Middle Ring,Ryde,Non Strata,2161.0,2215.0,268.0,2021-06-30
37012,Greater Sydney,Middle Ring,Ryde,Strata,860.0,956.0,593.0,2021-06-30
37014,Greater Sydney,Middle Ring,Strathfield,Non Strata,2944.0,2949.0,62.0,2021-06-30
37015,Greater Sydney,Middle Ring,Strathfield,Strata,650.0,660.0,183.0,2021-06-30
37017,Greater Sydney,Middle Ring,Willoughby,Non Strata,3301.0,3452.0,165.0,2021-06-30
37018,Greater Sydney,Middle Ring,Willoughby,Strata,1055.0,1109.0,161.0,2021-06-30
37023,Greater Sydney,Outer Ring,Blacktown,Non Strata,920.0,961.0,1283.0,2021-06-30
37024,Greater Sydney,Outer Ring,Blacktown,Strata,580.0,599.0,549.0,2021-06-30
37026,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,805.0,863.0,407.0,2021-06-30
37027,Greater Sydney,Outer Ring,Blue Mountains,Strata,555.0,579.0,20.0,2021-06-30
37029,Greater Sydney,Outer Ring,Camden,Non Strata,865.0,936.0,496.0,2021-06-30
37030,Greater Sydney,Outer Ring,Camden,Strata,519.0,588.0,39.0,2021-06-30
37032,Greater Sydney,Outer Ring,Campbelltown,Non Strata,730.0,753.0,549.0,2021-06-30
37033,Greater Sydney,Outer Ring,Campbelltown,Strata,477.0,487.0,179.0,2021-06-30
37035,Greater Sydney,Outer Ring,Central Coast,Non Strata,855.0,959.0,1619.0,2021-06-30
37036,Greater Sydney,Outer Ring,Central Coast,Strata,615.0,672.0,442.0,2021-06-30
37038,Greater Sydney,Outer Ring,Fairfield,Non Strata,920.0,952.0,445.0,2021-06-30
37039,Greater Sydney,Outer Ring,Fairfield,Strata,429.0,465.0,110.0,2021-06-30
37041,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,870.0,1058.0,261.0,2021-06-30
37042,Greater Sydney,Outer Ring,Hawkesbury,Strata,585.0,571.0,33.0,2021-06-30
37044,Greater Sydney,Outer Ring,Hornsby,Non Strata,1780.0,1822.0,410.0,2021-06-30
37045,Greater Sydney,Outer Ring,Hornsby,Strata,705.0,747.0,263.0,2021-06-30
37047,Greater Sydney,Outer Ring,Liverpool,Non Strata,900.0,940.0,579.0,2021-06-30
37048,Greater Sydney,Outer Ring,Liverpool,Strata,524.0,525.0,282.0,2021-06-30
37050,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,2610.0,2942.0,725.0,2021-06-30
37051,Greater Sydney,Outer Ring,Northern Beaches,Strata,1188.0,1270.0,630.0,2021-06-30
37053,Greater Sydney,Outer Ring,Penrith,Non Strata,808.0,863.0,723.0,2021-06-30
37054,Greater Sydney,Outer Ring,Penrith,Strata,521.0,514.0,346.0,2021-06-30
37056,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1600.0,1750.0,608.0,2021-06-30
37057,Greater Sydney,Outer Ring,Sutherland Shire,Strata,800.0,897.0,736.0,2021-06-30
37059,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1676.0,1737.0,635.0,2021-06-30
37060,Greater Sydney,Outer Ring,The Hills Shire,Strata,818.0,830.0,206.0,2021-06-30
37062,Greater Sydney,Outer Ring,Wollondilly,Non Strata,895.0,1051.0,227.0,2021-06-30
37063,Greater Sydney,Outer Ring,Wollondilly,Strata,492.0,479.0,20.0,2021-06-30
39786,Greater Sydney,Inner Ring,Inner West,Non Strata,2054.0,2202.0,464.0,2021-09-30
39787,Greater Sydney,Inner Ring,Inner West,Strata,855.0,947.0,443.0,2021-09-30
39789,Greater Sydney,Inner Ring,Lane Cove,Non Strata,3220.0,3344.0,65.0,2021-09-30
39790,Greater Sydney,Inner Ring,Lane Cove,Strata,890.0,986.0,199.0,2021-09-30
39792,Greater Sydney,Inner Ring,Mosman,Non Strata,5363.0,5746.0,59.0,2021-09-30
39793,Greater Sydney,Inner Ring,Mosman,Strata,1300.0,1935.0,99.0,2021-09-30
39795,Greater Sydney,Inner Ring,North Sydney,Non Strata,3185.0,3354.0,70.0,2021-09-30
39796,Greater Sydney,Inner Ring,North Sydney,Strata,1315.0,1545.0,417.0,2021-09-30
39798,Greater Sydney,Inner Ring,Randwick,Non Strata,3110.0,3304.0,203.0,2021-09-30
39799,Greater Sydney,Inner Ring,Randwick,Strata,1160.0,1298.0,387.0,2021-09-30
39801,Greater Sydney,Inner Ring,Sydney,Non Strata,2030.0,2229.0,256.0,2021-09-30
39802,Greater Sydney,Inner Ring,Sydney,Strata,986.0,1193.0,1189.0,2021-09-30
39804,Greater Sydney,Inner Ring,Waverley,Non Strata,4068.0,4524.0,112.0,2021-09-30
39805,Greater Sydney,Inner Ring,Waverley,Strata,1400.0,1513.0,273.0,2021-09-30
39807,Greater Sydney,Inner Ring,Woollahra,Non Strata,4500.0,5416.0,112.0,2021-09-30
39808,Greater Sydney,Inner Ring,Woollahra,Strata,1506.0,2073.0,210.0,2021-09-30
39813,Greater Sydney,Middle Ring,Bayside,Non Strata,1815.0,1879.0,230.0,2021-09-30
39814,Greater Sydney,Middle Ring,Bayside,Strata,750.0,796.0,625.0,2021-09-30
39816,Greater Sydney,Middle Ring,Burwood,Non Strata,2000.0,2140.0,45.0,2021-09-30
39817,Greater Sydney,Middle Ring,Burwood,Strata,750.0,825.0,55.0,2021-09-30
39819,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2619.0,2781.0,121.0,2021-09-30
39820,Greater Sydney,Middle Ring,Canada Bay,Strata,1020.0,1098.0,305.0,2021-09-30
39822,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,1230.0,1287.0,708.0,2021-09-30
39823,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,588.0,605.0,436.0,2021-09-30
39825,Greater Sydney,Middle Ring,Cumberland,Non Strata,1051.0,1090.0,342.0,2021-09-30
39826,Greater Sydney,Middle Ring,Cumberland,Strata,595.0,669.0,336.0,2021-09-30
39828,Greater Sydney,Middle Ring,Georges River,Non Strata,1705.0,1838.0,240.0,2021-09-30
39829,Greater Sydney,Middle Ring,Georges River,Strata,713.0,751.0,315.0,2021-09-30
39831,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,3976.0,4252.0,36.0,2021-09-30
39832,Greater Sydney,Middle Ring,Hunters Hill,Strata,1230.0,1286.0,20.0,2021-09-30
39834,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,3055.0,3310.0,356.0,2021-09-30
39835,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,1085.0,1157.0,225.0,2021-09-30
39837,Greater Sydney,Middle Ring,Parramatta,Non Strata,1566.0,1625.0,394.0,2021-09-30
39838,Greater Sydney,Middle Ring,Parramatta,Strata,705.0,708.0,866.0,2021-09-30
39840,Greater Sydney,Middle Ring,Ryde,Non Strata,2350.0,2361.0,203.0,2021-09-30
39841,Greater Sydney,Middle Ring,Ryde,Strata,830.0,887.0,454.0,2021-09-30
39843,Greater Sydney,Middle Ring,Strathfield,Non Strata,3200.0,3336.0,45.0,2021-09-30
39844,Greater Sydney,Middle Ring,Strathfield,Strata,640.0,659.0,145.0,2021-09-30
39846,Greater Sydney,Middle Ring,Willoughby,Non Strata,3350.0,3607.0,124.0,2021-09-30
39847,Greater Sydney,Middle Ring,Willoughby,Strata,1060.0,1154.0,143.0,2021-09-30
39852,Greater Sydney,Outer Ring,Blacktown,Non Strata,965.0,1003.0,1153.0,2021-09-30
39853,Greater Sydney,Outer Ring,Blacktown,Strata,624.0,613.0,389.0,2021-09-30
39855,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,860.0,930.0,365.0,2021-09-30
39856,Greater Sydney,Outer Ring,Blue Mountains,Strata,679.0,681.0,20.0,2021-09-30
39858,Greater Sydney,Outer Ring,Camden,Non Strata,940.0,1052.0,426.0,2021-09-30
39859,Greater Sydney,Outer Ring,Camden,Strata,641.0,662.0,20.0,2021-09-30
39861,Greater Sydney,Outer Ring,Campbelltown,Non Strata,770.0,809.0,516.0,2021-09-30
39862,Greater Sydney,Outer Ring,Campbelltown,Strata,494.0,505.0,126.0,2021-09-30
39864,Greater Sydney,Outer Ring,Central Coast,Non Strata,910.0,1041.0,1533.0,2021-09-30
39865,Greater Sydney,Outer Ring,Central Coast,Strata,605.0,645.0,432.0,2021-09-30
39867,Greater Sydney,Outer Ring,Fairfield,Non Strata,916.0,959.0,307.0,2021-09-30
39868,Greater Sydney,Outer Ring,Fairfield,Strata,486.0,510.0,82.0,2021-09-30
39870,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,945.0,1147.0,255.0,2021-09-30
39871,Greater Sydney,Outer Ring,Hawkesbury,Strata,560.0,570.0,31.0,2021-09-30
39873,Greater Sydney,Outer Ring,Hornsby,Non Strata,1800.0,1876.0,359.0,2021-09-30
39874,Greater Sydney,Outer Ring,Hornsby,Strata,720.0,756.0,210.0,2021-09-30
39876,Greater Sydney,Outer Ring,Liverpool,Non Strata,970.0,1043.0,484.0,2021-09-30
39877,Greater Sydney,Outer Ring,Liverpool,Strata,530.0,536.0,225.0,2021-09-30
39879,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,2786.0,3069.0,635.0,2021-09-30
39880,Greater Sydney,Outer Ring,Northern Beaches,Strata,1285.0,1411.0,659.0,2021-09-30
39882,Greater Sydney,Outer Ring,Penrith,Non Strata,842.0,900.0,648.0,2021-09-30
39883,Greater Sydney,Outer Ring,Penrith,Strata,540.0,531.0,310.0,2021-09-30
39885,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1661.0,1802.0,576.0,2021-09-30
39886,Greater Sydney,Outer Ring,Sutherland Shire,Strata,844.0,960.0,688.0,2021-09-30
39888,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1700.0,1777.0,614.0,2021-09-30
39889,Greater Sydney,Outer Ring,The Hills Shire,Strata,870.0,917.0,195.0,2021-09-30
39891,Greater Sydney,Outer Ring,Wollondilly,Non Strata,925.0,1121.0,226.0,2021-09-30
39892,Greater Sydney,Outer Ring,Wollondilly,Strata,517.0,548.0,20.0,2021-09-30
42605,Greater Sydney,Inner Ring,Inner West,Non Strata,2140.0,2243.0,569.0,2021-12-31
42606,Greater Sydney,Inner Ring,Inner West,Strata,865.0,974.0,470.0,2021-12-31
42608,Greater Sydney,Inner Ring,Lane Cove,Non Strata,3685.0,3974.0,80.0,2021-12-31
42609,Greater Sydney,Inner Ring,Lane Cove,Strata,900.0,982.0,234.0,2021-12-31
42611,Greater Sydney,Inner Ring,Mosman,Non Strata,5300.0,5954.0,55.0,2021-12-31
42612,Greater Sydney,Inner Ring,Mosman,Strata,1600.0,2812.0,125.0,2021-12-31
42614,Greater Sydney,Inner Ring,North Sydney,Non Strata,3600.0,3737.0,77.0,2021-12-31
42615,Greater Sydney,Inner Ring,North Sydney,Strata,1368.0,1494.0,442.0,2021-12-31
42617,Greater Sydney,Inner Ring,Randwick,Non Strata,3181.0,3284.0,208.0,2021-12-31
42618,Greater Sydney,Inner Ring,Randwick,Strata,1162.0,1257.0,421.0,2021-12-31
42620,Greater Sydney,Inner Ring,Sydney,Non Strata,2190.0,2305.0,259.0,2021-12-31
42621,Greater Sydney,Inner Ring,Sydney,Strata,986.0,1169.0,1354.0,2021-12-31
42623,Greater Sydney,Inner Ring,Waverley,Non Strata,4200.0,4703.0,127.0,2021-12-31
42624,Greater Sydney,Inner Ring,Waverley,Strata,1570.0,1809.0,331.0,2021-12-31
42626,Greater Sydney,Inner Ring,Woollahra,Non Strata,4250.0,5813.0,142.0,2021-12-31
42627,Greater Sydney,Inner Ring,Woollahra,Strata,1750.0,2171.0,257.0,2021-12-31
42632,Greater Sydney,Middle Ring,Bayside,Non Strata,1800.0,1893.0,287.0,2021-12-31
42633,Greater Sydney,Middle Ring,Bayside,Strata,750.0,812.0,645.0,2021-12-31
42635,Greater Sydney,Middle Ring,Burwood,Non Strata,2201.0,2248.0,74.0,2021-12-31
42636,Greater Sydney,Middle Ring,Burwood,Strata,840.0,881.0,108.0,2021-12-31
42638,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2950.0,3535.0,174.0,2021-12-31
42639,Greater Sydney,Middle Ring,Canada Bay,Strata,1000.0,1105.0,356.0,2021-12-31
42641,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,1294.0,1329.0,908.0,2021-12-31
42642,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,582.0,605.0,532.0,2021-12-31
42644,Greater Sydney,Middle Ring,Cumberland,Non Strata,1150.0,1173.0,488.0,2021-12-31
42645,Greater Sydney,Middle Ring,Cumberland,Strata,566.0,583.0,404.0,2021-12-31
42647,Greater Sydney,Middle Ring,Georges River,Non Strata,1800.0,1939.0,342.0,2021-12-31
42648,Greater Sydney,Middle Ring,Georges River,Strata,715.0,768.0,365.0,2021-12-31
42650,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,4055.0,5336.0,34.0,2021-12-31
42651,Greater Sydney,Middle Ring,Hunters Hill,Strata,1008.0,1286.0,36.0,2021-12-31
42653,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,3280.0,3448.0,369.0,2021-12-31
42654,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,1019.0,1130.0,245.0,2021-12-31
42656,Greater Sydney,Middle Ring,Parramatta,Non Strata,1685.0,1736.0,471.0,2021-12-31
42657,Greater Sydney,Middle Ring,Parramatta,Strata,720.0,814.0,1015.0,2021-12-31
42659,Greater Sydney,Middle Ring,Ryde,Non Strata,2500.0,2590.0,256.0,2021-12-31
42660,Greater Sydney,Middle Ring,Ryde,Strata,811.0,869.0,444.0,2021-12-31
42662,Greater Sydney,Middle Ring,Strathfield,Non Strata,2900.0,2904.0,71.0,2021-12-31
42663,Greater Sydney,Middle Ring,Strathfield,Strata,665.0,713.0,180.0,2021-12-31
42665,Greater Sydney,Middle Ring,Willoughby,Non Strata,3560.0,3710.0,166.0,2021-12-31
42666,Greater Sydney,Middle Ring,Willoughby,Strata,1070.0,1116.0,153.0,2021-12-31
42671,Greater Sydney,Outer Ring,Blacktown,Non Strata,980.0,1038.0,1225.0,2021-12-31
42672,Greater Sydney,Outer Ring,Blacktown,Strata,605.0,610.0,484.0,2021-12-31
42674,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,940.0,1072.0,473.0,2021-12-31
42675,Greater Sydney,Outer Ring,Blue Mountains,Strata,625.0,629.0,20.0,2021-12-31
42677,Greater Sydney,Outer Ring,Camden,Non Strata,1000.0,1074.0,537.0,2021-12-31
42678,Greater Sydney,Outer Ring,Camden,Strata,728.0,963.0,32.0,2021-12-31
42680,Greater Sydney,Outer Ring,Campbelltown,Non Strata,815.0,837.0,575.0,2021-12-31
42681,Greater Sydney,Outer Ring,Campbelltown,Strata,518.0,529.0,188.0,2021-12-31
42683,Greater Sydney,Outer Ring,Central Coast,Non Strata,970.0,1129.0,1608.0,2021-12-31
42684,Greater Sydney,Outer Ring,Central Coast,Strata,625.0,669.0,428.0,2021-12-31
42686,Greater Sydney,Outer Ring,Fairfield,Non Strata,990.0,1042.0,411.0,2021-12-31
42687,Greater Sydney,Outer Ring,Fairfield,Strata,520.0,1045.0,133.0,2021-12-31
42689,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,1020.0,1256.0,268.0,2021-12-31
42690,Greater Sydney,Outer Ring,Hawkesbury,Strata,651.0,649.0,42.0,2021-12-31
42692,Greater Sydney,Outer Ring,Hornsby,Non Strata,2000.0,2025.0,457.0,2021-12-31
42693,Greater Sydney,Outer Ring,Hornsby,Strata,744.0,836.0,229.0,2021-12-31
42695,Greater Sydney,Outer Ring,Liverpool,Non Strata,1011.0,1078.0,622.0,2021-12-31
42696,Greater Sydney,Outer Ring,Liverpool,Strata,534.0,537.0,254.0,2021-12-31
42698,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,2810.0,3094.0,700.0,2021-12-31
42699,Greater Sydney,Outer Ring,Northern Beaches,Strata,1274.0,1393.0,650.0,2021-12-31
42701,Greater Sydney,Outer Ring,Penrith,Non Strata,920.0,991.0,686.0,2021-12-31
42702,Greater Sydney,Outer Ring,Penrith,Strata,561.0,558.0,342.0,2021-12-31
42704,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1799.0,1940.0,656.0,2021-12-31
42705,Greater Sydney,Outer Ring,Sutherland Shire,Strata,898.0,991.0,640.0,2021-12-31
42707,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1873.0,1976.0,612.0,2021-12-31
42708,Greater Sydney,Outer Ring,The Hills Shire,Strata,932.0,995.0,239.0,2021-12-31
42710,Greater Sydney,Outer Ring,Wollondilly,Non Strata,1005.0,1116.0,221.0,2021-12-31
42711,Greater Sydney,Outer Ring,Wollondilly,Strata,625.0,,5.0,2021-12-31
45438,Greater Sydney,Inner Ring,Inner West,Non Strata,2100.0,2269.0,361.0,2022-03-31
45439,Greater Sydney,Inner Ring,Inner West,Strata,839.0,922.0,371.0,2022-03-31
45441,Greater Sydney,Inner Ring,Lane Cove,Non Strata,3750.0,3942.0,41.0,2022-03-31
45442,Greater Sydney,Inner Ring,Lane Cove,Strata,857.0,1027.0,149.0,2022-03-31
45444,Greater Sydney,Inner Ring,Mosman,Non Strata,4900.0,5765.0,47.0,2022-03-31
45445,Greater Sydney,Inner Ring,Mosman,Strata,1200.0,1398.0,80.0,2022-03-31
45447,Greater Sydney,Inner Ring,North Sydney,Non Strata,3600.0,3944.0,51.0,2022-03-31
45448,Greater Sydney,Inner Ring,North Sydney,Strata,1274.0,1394.0,301.0,2022-03-31
45450,Greater Sydney,Inner Ring,Randwick,Non Strata,2938.0,3096.0,152.0,2022-03-31
45451,Greater Sydney,Inner Ring,Randwick,Strata,1173.0,1253.0,324.0,2022-03-31
45453,Greater Sydney,Inner Ring,Sydney,Non Strata,2000.0,2154.0,176.0,2022-03-31
45454,Greater Sydney,Inner Ring,Sydney,Strata,955.0,1077.0,948.0,2022-03-31
45456,Greater Sydney,Inner Ring,Waverley,Non Strata,4275.0,4642.0,67.0,2022-03-31
45457,Greater Sydney,Inner Ring,Waverley,Strata,1640.0,5187.0,273.0,2022-03-31
45459,Greater Sydney,Inner Ring,Woollahra,Non Strata,4200.0,5394.0,75.0,2022-03-31
45460,Greater Sydney,Inner Ring,Woollahra,Strata,1903.0,2350.0,159.0,2022-03-31
45465,Greater Sydney,Middle Ring,Bayside,Non Strata,1838.0,1923.0,202.0,2022-03-31
45466,Greater Sydney,Middle Ring,Bayside,Strata,749.0,795.0,477.0,2022-03-31
45468,Greater Sydney,Middle Ring,Burwood,Non Strata,2470.0,2458.0,42.0,2022-03-31
45469,Greater Sydney,Middle Ring,Burwood,Strata,772.0,823.0,69.0,2022-03-31
45471,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2832.0,2983.0,105.0,2022-03-31
45472,Greater Sydney,Middle Ring,Canada Bay,Strata,995.0,1096.0,243.0,2022-03-31
45474,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,1311.0,1357.0,596.0,2022-03-31
45475,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,590.0,608.0,434.0,2022-03-31
45477,Greater Sydney,Middle Ring,Cumberland,Non Strata,1105.0,1147.0,356.0,2022-03-31
45478,Greater Sydney,Middle Ring,Cumberland,Strata,553.0,565.0,364.0,2022-03-31
45480,Greater Sydney,Middle Ring,Georges River,Non Strata,1795.0,1888.0,188.0,2022-03-31
45481,Greater Sydney,Middle Ring,Georges River,Strata,693.0,731.0,282.0,2022-03-31
45483,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,4115.0,4228.0,20.0,2022-03-31
45484,Greater Sydney,Middle Ring,Hunters Hill,Strata,1560.0,1596.0,20.0,2022-03-31
45486,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,3230.0,3467.0,249.0,2022-03-31
45487,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,1036.0,1138.0,196.0,2022-03-31
45489,Greater Sydney,Middle Ring,Parramatta,Non Strata,1730.0,1782.0,317.0,2022-03-31
45490,Greater Sydney,Middle Ring,Parramatta,Strata,686.0,717.0,753.0,2022-03-31
45492,Greater Sydney,Middle Ring,Ryde,Non Strata,2435.0,2554.0,144.0,2022-03-31
45493,Greater Sydney,Middle Ring,Ryde,Strata,785.0,858.0,377.0,2022-03-31
45495,Greater Sydney,Middle Ring,Strathfield,Non Strata,3450.0,3561.0,36.0,2022-03-31
45496,Greater Sydney,Middle Ring,Strathfield,Strata,651.0,667.0,126.0,2022-03-31
45498,Greater Sydney,Middle Ring,Willoughby,Non Strata,3299.0,3587.0,122.0,2022-03-31
45499,Greater Sydney,Middle Ring,Willoughby,Strata,1100.0,1129.0,128.0,2022-03-31
45504,Greater Sydney,Outer Ring,Blacktown,Non Strata,1041.0,1072.0,985.0,2022-03-31
